unnamed:_0,id,gender,car,reality,no_of_child,family_type,house_type,flag_mobil,work_phone,phone,e_mail,family_size,begin_month,age,years_employed,target,income,income_type,education_type,age_group,employment_level,income_level
79,5008904,0,0,1,0,3,4,1,0,0,0,1.0,26,43,9.0,0,297000.0,0,4,adult,mid,high
80,5008905,0,0,1,0,3,4,1,0,0,0,1.0,25,43,9.0,0,297000.0,0,4,adult,mid,high
81,5008906,0,0,1,0,3,4,1,0,0,0,1.0,24,43,9.0,0,297000.0,0,4,adult,mid,high
82,5008907,0,0,1,0,3,4,1,0,0,0,1.0,23,43,9.0,0,297000.0,0,4,adult,mid,high
83,5008908,0,0,1,0,3,4,1,0,0,0,1.0,22,43,9.0,0,297000.0,0,4,adult,mid,high
84,5008909,0,0,1,0,3,4,1,0,0,0,1.0,22,43,9.0,0,297000.0,0,4,adult,mid,high
85,5008910,0,0,1,0,3,4,1,0,0,0,1.0,21,43,9.0,0,297000.0,0,4,adult,mid,high
86,5008911,0,0,1,0,3,4,1,0,0,0,1.0,21,43,9.0,0,297000.0,0,4,adult,mid,high
87,5008912,0,0,1,0,3,4,1,0,0,0,1.0,20,43,9.0,0,297000.0,0,4,adult,mid,high
88,5008913,0,0,1,0,3,4,1,0,0,0,1.0,19,43,9.0,0,297000.0,0,4,adult,mid,high
89,5008914,0,0,1,0,3,4,1,0,0,0,1.0,18,43,9.0,0,297000.0,0,4,adult,mid,high
90,5008915,0,0,1,0,3,4,1,0,0,0,1.0,18,43,9.0,0,297000.0,0,4,adult,mid,high
91,5008916,0,0,1,0,3,4,1,0,0,0,1.0,17,43,9.0,0,297000.0,0,4,adult,mid,high
92,5008917,0,0,1,0,3,4,1,0,0,0,1.0,17,43,9.0,0,297000.0,0,4,adult,mid,high
93,5008918,0,0,1,0,3,4,1,0,0,0,1.0,16,43,9.0,0,297000.0,0,4,adult,mid,high
94,5008919,0,0,1,0,3,4,1,0,0,0,1.0,15,43,9.0,0,297000.0,0,4,adult,mid,high
95,5008920,0,0,1,0,3,4,1,0,0,0,1.0,15,43,9.0,0,297000.0,0,4,adult,mid,high
96,5008921,0,0,1,0,3,4,1,0,0,0,1.0,13,43,9.0,0,297000.0,0,4,adult,mid,high
97,5008922,0,0,1,0,3,4,1,0,0,0,1.0,13,43,9.0,0,297000.0,0,4,adult,mid,high
98,5008923,0,0,1,0,3,4,1,0,0,0,1.0,12,43,9.0,0,297000.0,0,4,adult,mid,high
99,5008924,0,0,1,0,3,4,1,0,0,0,1.0,12,43,9.0,0,297000.0,0,4,adult,mid,high
100,5008925,0,0,1,0,3,4,1,0,0,0,1.0,12,43,9.0,0,297000.0,0,4,adult,mid,high
101,5008926,0,0,1,0,3,4,1,0,0,0,1.0,11,43,9.0,0,297000.0,0,4,adult,mid,high
102,5008927,0,0,1,0,3,4,1,0,0,0,1.0,9,43,9.0,0,297000.0,0,4,adult,mid,high
103,5008928,0,0,1,0,3,4,1,0,0,0,1.0,9,43,9.0,0,297000.0,0,4,adult,mid,high
104,5008929,0,0,1,0,3,4,1,0,0,0,1.0,7,43,9.0,0,297000.0,0,4,adult,mid,high
105,5008930,0,0,1,0,3,4,1,0,0,0,1.0,6,43,9.0,0,297000.0,0,4,adult,mid,high
106,5008931,0,0,1,0,3,4,1,0,0,0,1.0,5,43,9.0,0,297000.0,0,4,adult,mid,high
107,5008932,0,0,1,0,3,4,1,0,0,0,1.0,5,43,9.0,0,297000.0,0,4,adult,mid,high
108,5008933,0,0,1,0,3,4,1,0,0,0,1.0,5,43,9.0,0,297000.0,0,4,adult,mid,high
109,5008934,0,0,1,0,3,4,1,0,0,0,1.0,4,43,9.0,0,297000.0,0,4,adult,mid,high
110,5008935,0,0,1,0,3,4,1,0,0,0,1.0,4,43,9.0,0,297000.0,0,4,adult,mid,high
111,5008936,0,0,1,0,3,4,1,0,0,0,1.0,3,43,9.0,0,297000.0,0,4,adult,mid,high
112,5008937,0,0,1,0,3,4,1,0,0,0,1.0,1,43,9.0,0,297000.0,0,4,adult,mid,high
113,5008938,0,0,1,0,3,4,1,0,0,0,1.0,1,43,9.0,0,297000.0,0,4,adult,mid,high
114,5008939,0,0,1,0,3,4,1,0,0,0,1.0,0,43,9.0,0,297000.0,0,4,adult,mid,high
115,5008940,0,0,1,0,3,4,1,0,0,0,1.0,1,43,9.0,0,297000.0,0,4,adult,mid,high
116,5008941,0,0,1,0,3,4,1,0,0,0,1.0,7,43,9.0,0,297000.0,0,4,adult,mid,high
117,5008942,0,0,0,0,1,1,1,0,1,0,2.0,43,37,13.0,0,157500.0,0,1,adult,experienced,medium
118,5008943,0,0,0,0,1,1,1,0,1,0,2.0,14,37,13.0,0,157500.0,0,1,adult,experienced,medium
119,5008944,0,0,0,0,1,1,1,0,1,0,2.0,23,37,13.0,0,157500.0,0,1,adult,experienced,medium
120,5008945,0,0,0,0,1,1,1,0,1,0,2.0,30,37,13.0,0,157500.0,0,1,adult,experienced,medium
121,5008946,0,0,0,0,1,1,1,0,1,0,2.0,48,37,13.0,0,157500.0,0,1,adult,experienced,medium
122,5008947,1,0,1,0,1,1,1,1,1,0,2.0,12,42,4.0,0,135000.0,4,4,adult,junior,low
123,5008948,1,0,1,0,1,1,1,1,1,0,2.0,17,42,4.0,0,135000.0,4,4,adult,junior,low
124,5008949,1,0,1,0,1,1,1,1,1,0,2.0,0,42,4.0,0,135000.0,4,4,adult,junior,low
125,5008950,1,0,1,0,1,1,1,1,1,0,2.0,12,42,4.0,0,135000.0,4,4,adult,junior,low
126,5008955,0,1,1,0,1,1,1,0,0,0,2.0,4,49,5.0,0,135000.0,4,4,middle_aged,junior,low
127,5008956,0,1,1,0,1,1,1,0,0,0,2.0,39,49,5.0,0,135000.0,4,4,middle_aged,junior,low
128,5008957,0,1,1,0,1,1,1,0,0,0,2.0,51,49,5.0,0,135000.0,4,4,middle_aged,junior,low
129,5008958,0,1,1,0,1,1,1,0,0,0,2.0,3,49,5.0,0,135000.0,4,4,middle_aged,junior,low
130,5008959,0,1,1,0,1,1,1,0,0,0,2.0,15,49,5.0,0,135000.0,4,4,middle_aged,junior,low
131,5008960,0,1,1,0,1,1,1,0,0,0,2.0,28,49,5.0,0,135000.0,4,4,middle_aged,junior,low
132,5008962,0,1,1,0,1,1,1,0,0,0,2.0,26,49,5.0,0,135000.0,4,4,middle_aged,junior,low
133,5008963,0,1,1,0,1,1,1,0,0,0,2.0,38,49,5.0,0,135000.0,4,4,middle_aged,junior,low
134,5008981,1,1,1,0,1,1,1,0,1,0,2.0,10,57,7.0,0,112500.0,2,4,middle_aged,mid,low
135,5008983,1,1,1,0,1,1,1,0,1,0,2.0,58,57,7.0,0,112500.0,2,4,middle_aged,mid,low
136,5008984,1,1,1,0,1,1,1,0,1,0,2.0,58,57,7.0,0,112500.0,2,4,middle_aged,mid,low
137,5008986,1,1,1,0,1,1,1,0,1,0,2.0,10,57,7.0,0,112500.0,2,4,middle_aged,mid,low
138,5008987,1,1,1,0,1,1,1,0,1,0,2.0,10,57,7.0,0,112500.0,2,4,middle_aged,mid,low
139,5008988,1,1,1,0,1,1,1,0,1,0,2.0,16,57,7.0,0,112500.0,2,4,middle_aged,mid,low
140,5008991,0,1,1,0,2,1,1,1,1,0,1.0,30,45,3.0,0,270000.0,4,4,adult,junior,high
141,5008992,0,1,1,0,2,1,1,1,1,0,1.0,6,45,3.0,0,270000.0,4,4,adult,junior,high
142,5008993,0,1,1,0,2,1,1,1,1,0,1.0,17,45,3.0,0,270000.0,4,4,adult,junior,high
143,5008994,0,1,1,0,2,1,1,1,1,0,1.0,19,45,3.0,0,270000.0,4,4,adult,junior,high
144,5008995,0,1,1,0,2,1,1,1,1,0,1.0,28,45,3.0,0,270000.0,4,4,adult,junior,high
145,5112861,0,1,1,0,2,1,1,1,1,0,1.0,21,45,3.0,0,270000.0,4,4,adult,junior,high
146,5008998,0,1,1,0,1,1,1,0,0,1,2.0,4,29,2.0,0,270000.0,4,1,young,new,high
147,5008999,0,1,1,0,1,1,1,0,0,1,2.0,24,29,2.0,0,270000.0,4,1,young,new,high
148,5009000,1,1,1,0,1,1,1,0,0,0,2.0,22,27,2.0,0,157500.0,4,4,young,new,medium
149,5009001,1,0,1,0,1,1,1,1,1,0,2.0,40,52,17.0,0,166500.0,4,4,middle_aged,experienced,medium
150,5009002,1,0,1,0,1,1,1,1,1,0,2.0,44,52,17.0,0,166500.0,4,4,middle_aged,experienced,medium
151,5009005,1,0,1,0,1,1,1,1,1,0,2.0,35,52,17.0,0,166500.0,4,4,middle_aged,experienced,medium
152,5009006,1,0,1,0,1,1,1,1,1,0,2.0,45,52,17.0,0,166500.0,4,4,middle_aged,experienced,medium
153,5009007,1,0,1,0,1,1,1,1,1,0,2.0,59,52,17.0,0,166500.0,4,4,middle_aged,experienced,medium
154,5009008,1,0,1,0,1,1,1,1,1,0,2.0,9,52,17.0,0,166500.0,4,4,middle_aged,experienced,medium
155,5009009,1,0,1,0,1,1,1,1,1,0,2.0,32,52,17.0,0,166500.0,4,4,middle_aged,experienced,medium
156,5009010,1,0,1,0,1,1,1,1,1,0,2.0,12,52,17.0,0,166500.0,4,4,middle_aged,experienced,medium
157,5009012,1,0,1,0,1,1,1,1,1,0,2.0,5,52,17.0,0,166500.0,4,4,middle_aged,experienced,medium
158,5009014,1,0,1,0,1,1,1,1,1,0,2.0,35,52,17.0,0,166500.0,4,4,middle_aged,experienced,medium
159,5009027,0,1,1,0,1,1,1,0,0,1,2.0,21,54,30.0,0,270000.0,0,4,middle_aged,experienced,high
160,5112862,0,1,1,0,1,1,1,0,0,1,2.0,40,54,30.0,0,270000.0,0,4,middle_aged,experienced,high
161,5009028,0,1,1,0,1,1,1,0,0,0,2.0,17,40,8.0,0,225000.0,0,4,adult,mid,medium
162,5009029,0,1,1,0,1,1,1,0,0,0,2.0,15,40,8.0,0,225000.0,0,4,adult,mid,medium
163,5009031,0,0,1,0,3,1,1,0,0,0,1.0,13,29,3.0,0,315000.0,4,4,young,junior,high
164,5009032,0,0,1,0,3,1,1,0,0,0,1.0,13,29,3.0,0,315000.0,4,4,young,junior,high
165,5009039,0,0,1,2,3,1,1,0,0,0,3.0,8,39,2.0,0,157500.0,4,4,adult,new,medium
166,5009040,0,0,1,2,3,1,1,0,0,0,3.0,3,39,2.0,0,157500.0,5,4,adult,new,medium
167,5009042,0,0,1,0,1,1,1,0,0,0,2.0,20,48,2.0,0,148500.0,4,1,middle_aged,new,medium
168,5009043,0,0,1,0,1,1,1,0,0,0,2.0,20,48,2.0,0,148500.0,4,1,middle_aged,new,medium
169,5009044,0,0,1,0,1,1,1,0,0,0,2.0,18,48,2.0,0,148500.0,4,1,middle_aged,new,medium
170,5009045,0,0,1,0,1,1,1,0,0,0,2.0,17,48,2.0,0,148500.0,4,1,middle_aged,new,medium
171,5009046,0,0,1,0,1,1,1,0,0,0,2.0,7,48,2.0,0,148500.0,4,1,middle_aged,new,medium
172,5009047,0,0,1,0,1,1,1,0,0,0,2.0,11,48,2.0,0,148500.0,4,1,middle_aged,new,medium
173,5009050,0,0,1,2,1,1,1,0,0,1,4.0,34,30,6.0,0,202500.0,4,1,young,mid,medium
174,5009051,0,0,1,2,1,1,1,0,0,1,4.0,56,30,6.0,0,202500.0,4,1,young,mid,medium
175,5009052,0,0,1,2,1,1,1,0,0,1,4.0,47,30,6.0,0,202500.0,4,1,young,mid,medium
176,5009053,0,0,1,2,1,1,1,0,0,1,4.0,51,30,6.0,0,202500.0,4,1,young,mid,medium
177,5009055,0,0,1,2,1,1,1,0,0,1,4.0,55,30,6.0,0,202500.0,4,1,young,mid,medium
178,5009056,1,0,1,0,3,1,1,1,0,0,1.0,24,24,2.0,0,202500.0,4,4,young,new,medium
179,5009057,1,0,1,0,3,1,1,1,0,0,1.0,9,24,2.0,0,202500.0,4,4,young,new,medium
180,5009058,0,1,1,0,3,1,1,0,1,1,1.0,0,21,2.0,0,112500.0,0,4,young,new,low
181,5009062,1,1,1,0,0,1,1,0,0,0,2.0,45,29,6.0,0,315000.0,4,4,young,mid,high
182,5009063,1,1,1,0,0,1,1,0,0,0,2.0,27,29,6.0,0,315000.0,4,4,young,mid,high
183,5009064,1,1,1,0,0,1,1,0,0,0,2.0,4,29,6.0,0,315000.0,4,4,young,mid,high
184,5009065,1,1,1,0,0,1,1,0,0,0,2.0,10,29,6.0,0,315000.0,4,4,young,mid,high
185,5009066,1,1,1,0,0,1,1,0,0,0,2.0,15,29,6.0,0,315000.0,4,4,young,mid,high
186,5009067,1,1,1,0,0,1,1,0,0,0,2.0,36,29,6.0,0,315000.0,4,4,young,mid,high
187,5009068,1,1,1,0,0,1,1,0,0,0,2.0,22,29,6.0,0,315000.0,4,4,young,mid,high
188,5009069,1,1,1,0,0,1,1,0,0,0,2.0,35,29,6.0,0,315000.0,4,4,young,mid,high
189,5009070,1,1,1,0,0,1,1,0,0,0,2.0,39,29,6.0,0,315000.0,4,4,young,mid,high
190,5009071,0,1,1,0,0,2,1,0,1,1,2.0,20,28,9.0,0,270000.0,0,2,young,mid,high
191,5009072,0,1,1,0,0,2,1,0,1,1,2.0,43,28,9.0,0,270000.0,0,2,young,mid,high
194,5009078,1,0,1,1,1,5,1,0,0,0,3.0,30,39,4.0,0,180000.0,4,4,adult,junior,medium
195,5009079,0,0,1,0,0,1,1,0,0,1,2.0,43,28,9.0,0,112500.0,4,1,young,mid,low
196,5009080,0,0,1,0,0,1,1,0,0,1,2.0,15,28,9.0,0,112500.0,4,1,young,mid,low
197,5009081,0,0,1,0,0,1,1,0,0,1,2.0,19,28,9.0,0,112500.0,4,1,young,mid,low
198,5009083,1,0,1,0,1,1,1,0,0,0,2.0,51,56,16.0,0,90000.0,4,4,middle_aged,experienced,low
199,5009084,1,0,1,0,1,1,1,0,0,0,2.0,2,56,16.0,0,90000.0,4,4,middle_aged,experienced,low
200,5009088,1,1,0,2,1,1,1,0,0,0,4.0,46,40,8.0,0,202500.0,0,1,adult,mid,medium
201,5009089,1,1,0,2,1,1,1,0,0,0,4.0,39,40,8.0,0,202500.0,0,1,adult,mid,medium
202,5009090,1,1,1,0,1,1,1,0,0,0,2.0,13,35,11.0,0,247500.0,4,4,adult,experienced,medium
206,5009096,0,0,1,1,1,1,1,0,0,1,3.0,24,37,12.0,0,270000.0,0,4,adult,experienced,high
207,5009097,0,0,1,1,1,1,1,0,0,1,3.0,33,37,12.0,0,270000.0,0,4,adult,experienced,high
208,5009098,0,0,1,1,1,1,1,0,0,1,3.0,17,37,12.0,0,270000.0,0,4,adult,experienced,high
209,5009099,0,0,1,0,2,1,1,0,0,0,1.0,56,36,2.0,0,315000.0,4,1,adult,new,high
210,5009100,0,0,1,0,2,1,1,0,0,0,1.0,27,36,2.0,0,315000.0,4,1,adult,new,high
211,5009103,1,1,1,2,1,5,1,0,1,0,4.0,38,35,11.0,0,157500.0,4,4,adult,experienced,medium
212,5009104,1,1,1,2,1,5,1,0,1,0,4.0,27,35,11.0,0,157500.0,4,4,adult,experienced,medium
213,5009105,1,1,1,2,1,5,1,0,1,0,4.0,30,35,11.0,0,157500.0,4,4,adult,experienced,medium
214,5009106,1,1,1,2,1,5,1,0,1,0,4.0,60,35,11.0,0,157500.0,4,4,adult,experienced,medium
215,5112876,1,1,1,2,1,5,1,0,1,0,4.0,25,35,11.0,0,157500.0,4,4,adult,experienced,medium
216,5009108,1,0,1,0,1,1,1,0,0,0,2.0,7,42,8.0,0,360000.0,0,4,adult,mid,high
217,5009109,1,0,1,0,1,1,1,0,0,0,2.0,20,42,8.0,0,360000.0,5,4,adult,mid,high
218,5009110,0,0,1,0,1,1,1,0,0,1,2.0,3,24,1.0,0,112500.0,0,1,young,new,low
219,5009141,0,0,0,0,0,1,1,1,1,0,2.0,33,26,4.0,0,135000.0,4,4,young,junior,low
220,5009142,0,0,0,0,0,1,1,1,1,0,2.0,11,26,4.0,0,135000.0,4,4,young,junior,low
221,5009145,1,1,0,0,1,1,1,1,1,0,2.0,36,43,10.0,0,315000.0,4,1,adult,mid,high
222,5009146,1,1,0,0,1,1,1,1,1,0,2.0,36,43,10.0,0,315000.0,4,1,adult,mid,high
223,5009147,1,1,0,0,1,1,1,1,1,0,2.0,12,43,10.0,0,315000.0,4,1,adult,mid,high
224,5009149,1,1,0,0,1,1,1,1,1,0,2.0,7,43,10.0,0,315000.0,4,1,adult,mid,high
225,5009150,1,1,0,0,1,1,1,1,1,0,2.0,17,43,10.0,0,315000.0,4,1,adult,mid,high
226,5009151,0,0,0,0,1,1,1,0,0,0,2.0,29,54,8.0,0,180000.0,4,4,middle_aged,mid,medium
227,5009152,0,0,0,0,1,1,1,0,0,0,2.0,47,54,8.0,0,180000.0,4,4,middle_aged,mid,medium
228,5009153,0,0,0,0,1,1,1,0,0,0,2.0,53,54,8.0,0,180000.0,4,4,middle_aged,mid,medium
229,5009154,0,0,0,0,1,1,1,0,0,0,2.0,28,54,8.0,0,180000.0,4,4,middle_aged,mid,medium
230,5009155,0,0,0,0,1,1,1,0,0,0,2.0,27,54,8.0,0,180000.0,4,4,middle_aged,mid,medium
231,5009156,0,0,0,0,1,1,1,0,0,0,2.0,17,54,8.0,0,180000.0,4,4,middle_aged,mid,medium
232,5009157,0,0,0,0,1,1,1,0,0,0,2.0,55,54,8.0,0,180000.0,4,4,middle_aged,mid,medium
233,5009158,0,0,0,0,1,1,1,0,0,0,2.0,43,54,8.0,0,180000.0,4,4,middle_aged,mid,medium
234,5009159,0,0,0,0,1,1,1,0,0,0,2.0,14,54,8.0,0,180000.0,4,4,middle_aged,mid,medium
235,5009160,0,0,0,0,1,1,1,0,0,0,2.0,21,54,8.0,0,180000.0,4,4,middle_aged,mid,medium
236,5009161,0,0,0,0,1,1,1,0,0,0,2.0,23,54,8.0,0,180000.0,4,4,middle_aged,mid,medium
237,5009162,0,0,0,0,1,1,1,0,0,0,2.0,56,54,8.0,0,180000.0,4,4,middle_aged,mid,medium
238,5009163,0,0,0,0,1,1,1,0,1,0,2.0,12,35,9.0,0,157500.0,4,4,adult,mid,medium
239,5009164,0,0,0,0,1,1,1,0,1,0,2.0,29,35,9.0,0,157500.0,4,4,adult,mid,medium
240,5009165,0,0,0,0,1,1,1,0,1,0,2.0,41,35,9.0,0,157500.0,4,4,adult,mid,medium
241,5009166,0,0,0,0,1,1,1,0,1,0,2.0,16,35,9.0,0,157500.0,4,4,adult,mid,medium
242,5009168,0,0,0,0,1,1,1,0,1,0,2.0,38,35,9.0,0,157500.0,4,4,adult,mid,medium
243,5009177,1,1,0,0,1,0,1,0,0,0,2.0,49,50,3.0,0,229500.0,4,2,middle_aged,junior,medium
244,5009178,1,1,0,0,1,0,1,0,0,0,2.0,34,50,3.0,0,229500.0,4,2,middle_aged,junior,medium
245,5009179,1,1,0,0,1,0,1,0,0,0,2.0,51,50,3.0,0,229500.0,4,2,middle_aged,junior,medium
246,5009180,1,1,0,0,1,0,1,0,0,0,2.0,38,50,3.0,0,229500.0,4,2,middle_aged,junior,medium
247,5009181,1,1,0,0,1,0,1,0,0,0,2.0,12,50,3.0,0,229500.0,4,2,middle_aged,junior,medium
